h5_num	sample_id	treatment	shortname	cell_type	category	n_cells	total_umis	malat1_umis	subtype_fct	malat1_rpm	total_umis_pseudocount	fit_resid	color	x	y	point_estimate	model
2	1502_thalamus	aCSF	control	microglia	glia	337	945068	58321	microglia	61710.90334240499	945068	0.01443780687589079	#A9A9A9	5	9	1.014542535419421	thalamus-Malat1ASO
2	1502_thalamus	aCSF	control	oligodendrocyte	glia	2225	8752500	925232	oligodendrocyte	105710.59697229364	8752500	0.06569174055332828	#A9A9A9	8	6	1.0678974769375522	thalamus-Malat1ASO
2	1502_thalamus	aCSF	control	somatostatin IN	neuron	11	179354	13310	somatostatin IN	74210.77868349744	179354	0.04688610752501194	#A9A9A9	3	11	1.0480026426675493	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	COP/NFOL	glia	25	385392	16201	COP/NFOL	42037.71744094325	385392	0.5387403544898062	#FF00FF	7	7	0.5311410963004894	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	MB-derived IN	neuron	22	604393	10896	MB-derived IN	18028.004957039542	604393	0.21789795646140417	#FF00FF	4	10	0.27821964673217436	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	OPC	glia	360	2804355	64662	OPC	23057.708457024877	2804355	0.261964697053974	#FF00FF	6	8	0.36041135323264506	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	astrocyte	glia	461	4882426	227325	astrocyte	46559.84545387887	4882426	0.2919804511208846	#FF00FF	9	5	0.47831499346175976	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	endothelial stalk	other	85	480122	33468	endothelial stalk	69707.28273230554	480122	-0.02732762227226755	#FF00FF	13	1	0.6454938374524986	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	fibroblast	other	72	461928	10881	fibroblast	23555.619057515454	461928	-0.4476683034996576	#FF00FF	12	2	0.30201890770931716	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	microglia	glia	301	1311324	21628	microglia	16493.25414619118	1311324	0.6626780907271241	#FF00FF	5	9	0.3163436620558728	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	oligodendrocyte	glia	2178	13811019	819237	oligodendrocyte	59317.636157042434	13811019	0.5341079399561159	#FF00FF	8	6	0.6649685776203432	thalamus-Malat1ASO
3	2501_thalamus	Malat1 ASO	malat1aso	somatostatin IN	neuron	1474	37953172	535434	somatostatin IN	14107.753628603165	37953172	0.4007260369777341	#FF00FF	3	11	0.21211443274677713	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	COP/NFOL	glia	52	453957	3137	COP/NFOL	6910.3461341052125	453957	-0.747055047054388	#FF00FF	7	7	0.14682366405603045	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	OPC	glia	552	3234855	12878	OPC	3981.01305931796	3234855	-0.7821163387188421	#FF00FF	6	8	0.12687026021927503	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	astrocyte	glia	1546	10223911	243910	astrocyte	23856.819567384733	10223911	-0.33800157181553675	#FF00FF	9	5	0.25475122345417733	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	endothelial stalk	other	110	409225	27502	endothelial stalk	67205.08277842263	409225	-0.06224249319099301	#FF00FF	13	1	0.6233454081683122	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	fibroblast	other	77	315831	15710	fibroblast	49741.792287647506	315831	0.16634457596385724	#FF00FF	12	2	0.5580801015186696	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	microglia	glia	468	1355190	7009	microglia	5171.968506261114	1355190	-0.4786160059701187	#FF00FF	5	9	0.10104187795272412	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	oligodendrocyte	glia	1910	7617000	135704	oligodendrocyte	17815.93803334646	7617000	-0.539233628218712	#FF00FF	8	6	0.227328980053199	thalamus-Malat1ASO
4	2502_thalamus	Malat1 ASO	malat1aso	somatostatin IN	neuron	1782	33212011	243827	somatostatin IN	7341.530749222021	33212011	-0.27107649152176855	#FF00FF	3	11	0.10834530309358611	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	COP/NFOL	glia	34	445506	17688	COP/NFOL	39703.168980889146	445506	0.45328700108060105	#FF00FF	7	7	0.4876384990068959	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	MB-derived IN	neuron	469	13625343	249232	MB-derived IN	18291.79639734574	13625343	0.23571862252215336	#FF00FF	4	10	0.2832221477089378	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	OPC	glia	371	2742956	81838	OPC	29835.695505141168	2742956	0.6329287235856668	#FF00FF	6	8	0.522283243883458	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	astrocyte	glia	1049	10491603	514879	astrocyte	49075.341489760904	10491603	0.36178248056385254	#FF00FF	9	5	0.512895195505296	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	endothelial stalk	other	118	654767	55545	endothelial stalk	84831.70349147101	654767	0.1837135448044451	#FF00FF	13	1	0.797161131104042	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	fast-spiking IN	neuron	840	39202376	791451	fast-spiking IN	20188.852838919764	39202376	0.3160874097256448	#FF00FF	2	12	0.24679517687643152	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	microglia	glia	404	1665756	18606	microglia	11169.70312578793	1665756	0.12601312649163648	#FF00FF	5	9	0.18496455212094765	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	oligodendrocyte	glia	2956	18782178	909469	oligodendrocyte	48421.91358212024	18782178	0.252316290850376	#FF00FF	8	6	0.5016728122314019	thalamus-Malat1ASO
5	2503_thalamus	Malat1 ASO	malat1aso	somatostatin IN	neuron	130	4360661	45391	somatostatin IN	10409.20172423401	4360661	0.03350542284255108	#FF00FF	3	11	0.14692250810235724	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	COP/NFOL	glia	29	328305	6772	COP/NFOL	20627.160719452942	328305	-0.24496745946877307	#FF00FF	7	7	0.24257717085104055	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	MB-derived IN	neuron	462	12158418	98359	MB-derived IN	8089.786023148736	12158418	-0.45348728884414463	#FF00FF	4	10	0.1421703025288012	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	OPC	glia	514	4125407	66877	OPC	16211.00657462403	4125407	-0.11276014097347944	#FF00FF	6	8	0.2477750279175998	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	astrocyte	glia	1400	12310723	303564	astrocyte	24658.502997752446	12310723	-0.31575580811237847	#FF00FF	9	5	0.26048186388386463	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	endothelial stalk	other	160	848508	55084	endothelial stalk	64918.657219495864	848508	-0.0941465195384167	#FF00FF	13	1	0.6037720741505684	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	fast-spiking IN	neuron	976	45402447	476329	fast-spiking IN	10491.262728636631	45402447	-0.3160870060598573	#FF00FF	2	12	0.1311555906635599	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	fibroblast	other	10	55422	3030	fibroblast	54671.43011800368	55422	0.28193462771858635	#FF00FF	12	2	0.626464779539811	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	microglia	glia	379	1568963	10738	microglia	6844.010980501133	1568963	-0.3100580995653315	#FF00FF	5	9	0.1195928396413415	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	oligodendrocyte	glia	2451	14255302	414941	oligodendrocyte	29107.836508830187	14255302	-0.2471958426509324	#FF00FF	8	6	0.30442842596970404	thalamus-Malat1ASO
6	2504_thalamus	Malat1 ASO	malat1aso	somatostatin IN	neuron	340	9813546	82713	somatostatin IN	8428.451856240345	9813546	-0.16315862345988047	#FF00FF	3	11	0.12069192756561346	thalamus-Malat1ASO
1	1501_caudate	aCSF	control	COP/NFOL	glia	32	286214	27647	COP/NFOL	96595.55437539743	286214	0.00773155361293233	#A9A9A9	7	7	1.007761519250763	caudate-Malat1ASO
1	1501_caudate	aCSF	control	MB-derived IN	neuron	1041	18097726	1570292	MB-derived IN	86767.36513747639	18097726	0.12816022377264233	#A9A9A9	4	10	1.1367351200963391	caudate-Malat1ASO
1	1501_caudate	aCSF	control	OPC	glia	485	2460383	191278	OPC	77743.18063488489	2460383	0.021995715616914	#A9A9A9	6	8	1.0222394047958403	caudate-Malat1ASO
1	1501_caudate	aCSF	control	astrocyte	glia	1444	9809564	1149944	astrocyte	117226.82068234633	9809564	0.01774225301360207	#A9A9A9	9	5	1.0179005817681317	caudate-Malat1ASO
1	1501_caudate	aCSF	control	endothelial stalk	other	105	438751	45296	endothelial stalk	103238.51113729656	438751	0.0260604830445559	#A9A9A9	13	1	1.0264030265760755	caudate-Malat1ASO
1	1501_caudate	aCSF	control	fast-spiking IN	neuron	1853	38829080	4470249	fast-spiking IN	115126.31769797276	38829080	0.01384196457709546	#A9A9A9	2	12	1.0139382081226531	caudate-Malat1ASO
1	1501_caudate	aCSF	control	microglia	glia	539	1785022	129804	microglia	72718.43148151676	1785022	0.04948207209458334	#A9A9A9	5	9	1.050726754716089	caudate-Malat1ASO
1	1501_caudate	aCSF	control	oligodendrocyte	glia	2466	9561112	987354	oligodendrocyte	103267.69522206204	9561112	-0.0098980547984003	#A9A9A9	8	6	0.9901507697239452	caudate-Malat1ASO
1	1501_caudate	aCSF	control	somatostatin IN	neuron	12	526618	33064	somatostatin IN	62785.54853802946	526618	-0.22578644583766097	#A9A9A9	3	11	0.7978884758780718	caudate-Malat1ASO
2	1502_caudate	aCSF	control	COP/NFOL	glia	34	419541	39904	COP/NFOL	95113.4692437688	419541	-0.00773027547371914	#A9A9A9	7	7	0.992299526264406	caudate-Malat1ASO
2	1502_caudate	aCSF	control	MB-derived IN	neuron	128	3200908	214631	MB-derived IN	67053.16116551928	3200908	-0.12816634243417707	#A9A9A9	4	10	0.879707034363849	caudate-Malat1ASO
2	1502_caudate	aCSF	control	OPC	glia	427	2944133	219034	OPC	74396.7748739612	2944133	-0.0219954399088882	#A9A9A9	6	8	0.978244695925982	caudate-Malat1ASO
2	1502_caudate	aCSF	control	SPN	neuron	948	24947505	4493187	SPN	180105.66587720896	24947505	6.218231566695172e-16	#A9A9A9	1	13	1.0000000000000009	caudate-Malat1ASO
2	1502_caudate	aCSF	control	astrocyte	glia	1397	13176314	1490763	astrocyte	113139.60793587644	13176314	-0.01774219572368696	#A9A9A9	9	5	0.982414270313982	caudate-Malat1ASO
2	1502_caudate	aCSF	control	endothelial stalk	other	68	428372	41978	endothelial stalk	97994.26666542164	428372	-0.02606068721195489	#A9A9A9	13	1	0.9742759617228226	caudate-Malat1ASO
2	1502_caudate	aCSF	control	fast-spiking IN	neuron	449	13642039	1527672	fast-spiking IN	111982.6735578164	13642039	-0.01384204733883028	#A9A9A9	2	12	0.986253313295894	caudate-Malat1ASO
2	1502_caudate	aCSF	control	microglia	glia	420	1936647	127550	microglia	65861.25401273438	1936647	-0.0494816248944976	#A9A9A9	5	9	0.95172264597982	caudate-Malat1ASO
2	1502_caudate	aCSF	control	oligodendrocyte	glia	2842	15354721	1617350	oligodendrocyte	105332.42512188922	15354721	0.00989800132291446	#A9A9A9	8	6	1.0099471485573015	caudate-Malat1ASO
2	1502_caudate	aCSF	control	radial glia	glia	70	501317	55826	radial glia	111358.68123363062	501317	1.4336605480603626e-15	#A9A9A9	10	4	1.000000000000001	caudate-Malat1ASO
2	1502_caudate	aCSF	control	somatostatin IN	neuron	210	5216761	518550	somatostatin IN	99400.7584399592	5216761	0.2257185971962895	#A9A9A9	3	11	1.2532229552004444	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	COP/NFOL	glia	30	300897	15652	COP/NFOL	52017.80011100144	300897	-0.03782844868420312	#FF00FF	7	7	0.5430733619537411	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	MB-derived IN	neuron	267	6306649	153833	MB-derived IN	24392.19306481144	6306649	0.22370505106841693	#FF00FF	4	10	0.3241472484706684	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	OPC	glia	409	2480146	107085	OPC	43176.893618359565	2480146	0.1572835517723844	#FF00FF	6	8	0.5739918978995627	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	SPN	neuron	10	208711	9804	SPN	46974.0454504075	208711	-0.0555119175733094	#FF00FF	1	13	0.26123152545250705	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	astrocyte	glia	1032	8484399	652334	astrocyte	76886.2944800215	8484399	0.13479321106327394	#FF00FF	9	5	0.6731052347949084	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	endothelial stalk	other	92	407357	35902	endothelial stalk	88133.9954879872	407357	-0.01223308805092598	#FF00FF	13	1	0.8760067474156769	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	fast-spiking IN	neuron	779	18477744	960258	fast-spiking IN	51968.35717607085	18477744	0.4927384977138596	#FF00FF	2	12	0.5018160119578212	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	microglia	glia	464	1630224	40140	microglia	24622.38318169773	1630224	-0.0587783603418343	#FF00FF	5	9	0.35599310461373845	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	oligodendrocyte	glia	2788	12881105	973034	oligodendrocyte	75539.63732148756	12881105	0.02894010526768929	#FF00FF	8	6	0.724550662099678	caudate-Malat1ASO
3	2501_caudate	Malat1 ASO	malat1aso	somatostatin IN	neuron	65	856639	31285	somatostatin IN	36520.63471310552	856639	-0.13171226168109926	#FF00FF	3	11	0.45464646384945495	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	COP/NFOL	glia	43	544189	26544	COP/NFOL	48777.17116663512	544189	-0.09777025652663784	#FF00FF	7	7	0.5114769945062527	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	MB-derived IN	neuron	51	1341499	7925	MB-derived IN	5907.570560991846	1341499	-0.7036296032988668	#FF00FF	4	10	0.1282348346573269	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	OPC	glia	328	2336740	66996	OPC	28670.712188775815	2336740	-0.23153008813117792	#FF00FF	6	8	0.38908648335537094	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	SPN	neuron	504	13715877	417435	SPN	30434.437404184944	13715877	-0.38806710923033	#FF00FF	1	13	0.1873262769801204	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	astrocyte	glia	721	6079957	370145	astrocyte	60879.54240465845	6079957	-0.10145635342854864	#FF00FF	9	5	0.5314728526595399	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	endothelial stalk	other	35	170335	11851	endothelial stalk	69574.66169606951	170335	-0.2202379075983766	#FF00FF	13	1	0.7114954153639723	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	fast-spiking IN	neuron	160	4464435	38325	fast-spiking IN	8584.51293388749	4464435	-0.7534185485771544	#FF00FF	2	12	0.14432626937690882	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	microglia	glia	285	1162739	19582	microglia	16841.268762809195	1162739	-0.3562212690021925	#FF00FF	5	9	0.2644014132122652	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	oligodendrocyte	glia	2813	15597458	1056080	oligodendrocyte	67708.46890563834	15597458	-0.07772976421923769	#FF00FF	8	6	0.6512423307591789	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	radial glia	glia	64	484317	34976	radial glia	72217.16355197113	484317	-0.10389115042488108	#FF00FF	10	4	0.6522832524571028	caudate-Malat1ASO
4	2502_caudate	Malat1 ASO	malat1aso	somatostatin IN	neuron	124	2919803	105642	somatostatin IN	36181.20811575301	2919803	-0.13978221870281396	#FF00FF	3	11	0.4509922509281816	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	COP/NFOL	glia	24	167177	9167	COP/NFOL	54834.097991948656	167177	0.01426452132406373	#FF00FF	7	7	0.5721134928109749	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	OPC	glia	374	1756954	58882	OPC	33513.683340599695	1756954	-0.10172244367083838	#FF00FF	6	8	0.4430175057451687	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	SPN	neuron	2520	49285455	2165007	SPN	43927.90935987098	49285455	-0.11675934064226808	#FF00FF	1	13	0.2457118877968615	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	astrocyte	glia	817	5171225	348930	astrocyte	67475.30807497256	5171225	-0.0041070123651467	#FF00FF	9	5	0.5858134889661193	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	endothelial stalk	other	55	255644	25127	endothelial stalk	98289.02692807183	255644	0.10158002107658844	#FF00FF	13	1	0.9816029538026256	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	fast-spiking IN	neuron	28	101341	5582	fast-spiking IN	55081.3589761301	101341	0.5821563258483353	#FF00FF	2	12	0.548754612927906	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	microglia	glia	265	855075	25787	microglia	30157.588515627285	855075	0.15281184202811293	#FF00FF	5	9	0.4398798247206681	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	oligodendrocyte	glia	1725	6285490	451778	oligodendrocyte	71876.33740567561	6285490	-0.02095841602068739	#FF00FF	8	6	0.6892838534190977	caudate-Malat1ASO
5	2503_caudate	Malat1 ASO	malat1aso	somatostatin IN	neuron	177	2730253	125781	somatostatin IN	46069.3569423786	2730253	0.09531113189962034	#FF00FF	3	11	0.570517308478325	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	COP/NFOL	glia	29	271155	16439	COP/NFOL	60625.8413084767	271155	0.12139420846567998	#FF00FF	7	7	0.6368072839606413	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	MB-derived IN	neuron	27	608059	17940	MB-derived IN	29503.715922303592	608059	0.48013940786220616	#FF00FF	4	10	0.41890000501889657	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	OPC	glia	416	2872094	126009	OPC	43873.56402680414	2872094	0.17595662287902647	#FF00FF	6	8	0.5848107859947963	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	SPN	neuron	2278	66961435	5196154	SPN	77599.20318314564	66961435	0.560255709499523	#FF00FF	1	13	0.4835596661243264	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	astrocyte	glia	949	7707425	506941	astrocyte	65773.06947521384	7707425	-0.02923098042317351	#FF00FF	9	5	0.5712788776655895	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	endothelial stalk	other	74	401672	40527	endothelial stalk	100895.7557410026	401672	0.1307950867907967	#FF00FF	13	1	1.0107035669658482	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	fast-spiking IN	neuron	144	4229143	100234	fast-spiking IN	23700.78287728743	4229143	-0.3192189834475865	#FF00FF	2	12	0.222800346064759	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	microglia	glia	322	1237176	40851	microglia	33019.55421055695	1237176	0.26221408892472664	#FF00FF	5	9	0.4907347760482599	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	oligodendrocyte	glia	2036	10362541	813828	oligodendrocyte	78535.56381586331	10362541	0.0697482032650098	#FF00FF	8	6	0.754729784827859	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	radial glia	glia	36	318264	28314	radial glia	88963.87904381269	318264	0.10391097327326757	#FF00FF	10	4	0.8029408320182853	caudate-Malat1ASO
6	2504_caudate	Malat1 ASO	malat1aso	somatostatin IN	neuron	438	8906788	440608	somatostatin IN	49468.78717670163	8906788	0.17613348378152546	#FF00FF	3	11	0.6185424726344474	caudate-Malat1ASO
1	1501_putamen	aCSF	control	COP/NFOL	glia	28	415877	32620	COP/NFOL	78436.65314504049	415877	-0.2375580381434517	#A9A9A9	7	7	0.7885511236097318	putamen-Malat1ASO
1	1501_putamen	aCSF	control	OPC	glia	264	1987019	140483	OPC	70700.38082172339	1987019	-0.12673656810947528	#A9A9A9	6	8	0.8809657164961175	putamen-Malat1ASO
1	1501_putamen	aCSF	control	SPN	neuron	1127	33914954	7074458	SPN	208594.06148685917	33914954	-0.0752441949390414	#A9A9A9	1	13	0.9275169637234254	putamen-Malat1ASO
1	1501_putamen	aCSF	control	astrocyte	glia	1255	9358817	1017038	astrocyte	108671.64087084938	9358817	-0.1074381635803616	#A9A9A9	9	5	0.8981320580045544	putamen-Malat1ASO
1	1501_putamen	aCSF	control	endothelial stalk	other	94	589516	54054	endothelial stalk	91692.1678122392	589516	-0.1720310249970826	#A9A9A9	13	1	0.8419530511723283	putamen-Malat1ASO
1	1501_putamen	aCSF	control	fast-spiking IN	neuron	459	13619632	1605271	fast-spiking IN	117864.49149286852	13619632	-0.08873783028589227	#A9A9A9	2	12	0.915085449819698	putamen-Malat1ASO
1	1501_putamen	aCSF	control	microglia	glia	314	1257538	74987	microglia	59630.00720455366	1257538	-0.1126102607335236	#A9A9A9	5	9	0.8934988238412724	putamen-Malat1ASO
1	1501_putamen	aCSF	control	oligodendrocyte	glia	2495	14649241	1435777	oligodendrocyte	98010.3337777022	14649241	-0.17193181311573866	#A9A9A9	8	6	0.8420365870623462	putamen-Malat1ASO
2	1502_putamen	aCSF	control	COP/NFOL	glia	47	592946	75490	COP/NFOL	127313.4484421853	592946	0.2375479002334233	#A9A9A9	7	7	1.2681357393338433	putamen-Malat1ASO
2	1502_putamen	aCSF	control	OPC	glia	436	3073150	280338	OPC	91221.71062265102	3073150	0.12673486557492675	#A9A9A9	6	8	1.1351160195475187	putamen-Malat1ASO
2	1502_putamen	aCSF	control	SPN	neuron	1230	35410347	8588398	SPN	242539.2216574438	35410347	0.0752441923991068	#A9A9A9	1	13	1.0781473941410884	putamen-Malat1ASO
2	1502_putamen	aCSF	control	astrocyte	glia	1656	11828386	1594861	astrocyte	134833.35765336032	11828386	0.10743804320333732	#A9A9A9	9	5	1.1134218745567948	putamen-Malat1ASO
2	1502_putamen	aCSF	control	endothelial stalk	other	77	472213	61291	endothelial stalk	129795.2407070538	472213	0.1720350273377602	#A9A9A9	13	1	1.187719435135118	putamen-Malat1ASO
2	1502_putamen	aCSF	control	fast-spiking IN	neuron	309	9838725	1385485	fast-spiking IN	140819.5675760833	9838725	0.08873794865816771	#A9A9A9	2	12	1.09279425060175	putamen-Malat1ASO
2	1502_putamen	aCSF	control	microglia	glia	536	1890576	141347	microglia	74763.987271604	1890576	0.11260753237682636	#A9A9A9	5	9	1.1191925998826735	putamen-Malat1ASO
2	1502_putamen	aCSF	control	oligodendrocyte	glia	3601	18621983	2583057	oligodendrocyte	138710.09333431354	18621983	0.17193168375907492	#A9A9A9	8	6	1.1875966983003583	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	COP/NFOL	glia	28	275455	23532	COP/NFOL	85429.56199742245	275455	0.12427809674005996	#FF00FF	7	7	0.8363642435601426	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	OPC	glia	308	1846321	124493	OPC	67427.60332574887	1846321	0.22322455305622896	#FF00FF	6	8	0.8511385208371912	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	SPN	neuron	3741	86827694	18252738	SPN	210217.92885574044	86827694	0.31271318247245217	#FF00FF	1	13	0.9705873841608113	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	astrocyte	glia	1264	7013547	849615	astrocyte	121139.13259581778	7013547	0.2685769270625168	#FF00FF	9	5	1.0259618636731926	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	endothelial stalk	other	131	599491	66142	endothelial stalk	110330.263506875	599491	0.13655509058659765	#FF00FF	13	1	1.0048265674783656	putamen-Malat1ASO
